"epoch","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000_RTD2 - _step","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000_RTD2 - _step__MIN","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000_RTD2 - _step__MAX","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000_RTD2 - train/loss","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000_RTD2 - train/loss__MIN","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000_RTD2 - train/loss__MAX","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000 - _step","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000 - _step__MIN","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000 - _step__MAX","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000 - train/loss","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000 - train/loss__MIN","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000 - train/loss__MAX"
"504599","","","","","","","10091","10091","10091","9.600161377659733e-13","9.600161377659733e-13","9.600161377659733e-13"
"504699","10093","10093","10093","2.942812105111159e-10","2.942812105111159e-10","2.942812105111159e-10","10093","10093","10093","9.600265461068291e-13","9.600265461068291e-13","9.600265461068291e-13"
"504749","","","","","","","10094","10094","10094","9.603278458905629e-13","9.603278458905629e-13","9.603278458905629e-13"
"504799","","","","","","","10095","10095","10095","9.590708218917832e-13","9.590708218917832e-13","9.590708218917832e-13"
"504849","10096","10096","10096","2.939182508487903e-10","2.939182508487903e-10","2.939182508487903e-10","10096","10096","10096","9.590188886077211e-13","9.590188886077211e-13","9.590188886077211e-13"
"504899","","","","","","","10097","10097","10097","9.581047977560986e-13","9.581047977560986e-13","9.581047977560986e-13"
"504999","10099","10099","10099","2.935720833097122e-10","2.935720833097122e-10","2.935720833097122e-10","10099","10099","10099","9.58405989119615e-13","9.58405989119615e-13","9.58405989119615e-13"
"505049","10100","10100","10100","2.9329763617802485e-10","2.9329763617802485e-10","2.9329763617802485e-10","10100","10100","10100","9.581152060969544e-13","9.581152060969544e-13","9.581152060969544e-13"
"505099","10101","10101","10101","2.9325356032394723e-10","2.9325356032394723e-10","2.9325356032394723e-10","10101","10101","10101","9.581463226993048e-13","9.581463226993048e-13","9.581463226993048e-13"
"505199","10103","10103","10103","2.929927689354628e-10","2.929927689354628e-10","2.929927689354628e-10","10103","10103","10103","9.581047977560986e-13","9.581047977560986e-13","9.581047977560986e-13"
"505249","10104","10104","10104","2.9277769098001727e-10","2.9277769098001727e-10","2.9277769098001727e-10","10104","10104","10104","9.569828653480106e-13","9.569828653480106e-13","9.569828653480106e-13"
"505349","","","","","","","10106","10106","10106","9.569724570071547e-13","9.569724570071547e-13","9.569724570071547e-13"
"505399","10107","10107","10107","2.9245358912355357e-10","2.9245358912355357e-10","2.9245358912355357e-10","10107","10107","10107","9.569517487456602e-13","9.569517487456602e-13","9.569517487456602e-13"
"505499","","","","","","","10109","10109","10109","9.561622327236563e-13","9.561622327236563e-13","9.561622327236563e-13"
"505549","10110","10110","10110","2.918696950793276e-10","2.918696950793276e-10","2.918696950793276e-10","10110","10110","10110","9.560686660761708e-13","9.560686660761708e-13","9.560686660761708e-13"
"505699","10113","10113","10113","2.914959107425119e-10","2.914959107425119e-10","2.914959107425119e-10","","","","","",""
"505749","10114","10114","10114","2.913660979153576e-10","2.913660979153576e-10","2.913660979153576e-10","","","","","",""
"505849","10116","10116","10116","2.9105487464597957e-10","2.9105487464597957e-10","2.9105487464597957e-10","","","","","",""
"505999","10119","10119","10119","2.905057860935756e-10","2.905057860935756e-10","2.905057860935756e-10","","","","","",""
"506049","10120","10120","10120","2.903300100332018e-10","2.903300100332018e-10","2.903300100332018e-10","10120","10120","10120","9.519342779318318e-13","9.519342779318318e-13","9.519342779318318e-13"
"506149","10122","10122","10122","2.899384343724165e-10","2.899384343724165e-10","2.899384343724165e-10","10122","10122","10122","9.498670296495537e-13","9.498670296495537e-13","9.498670296495537e-13"
"506199","10123","10123","10123","2.8985452926733046e-10","2.8985452926733046e-10","2.8985452926733046e-10","10123","10123","10123","9.490879219684056e-13","9.490879219684056e-13","9.490879219684056e-13"
"506249","10124","10124","10124","2.895601813879267e-10","2.895601813879267e-10","2.895601813879267e-10","10124","10124","10124","9.502098543764936e-13","9.502098543764936e-13","9.502098543764936e-13"
"506349","10126","10126","10126","2.892805994747505e-10","2.892805994747505e-10","2.892805994747505e-10","10126","10126","10126","9.490359886843436e-13","9.490359886843436e-13","9.490359886843436e-13"
"506399","10127","10127","10127","2.8916102845499836e-10","2.8916102845499836e-10","2.8916102845499836e-10","","","","","",""
"506449","10128","10128","10128","2.889090910951353e-10","2.889090910951353e-10","2.889090910951353e-10","","","","","",""
"506499","10129","10129","10129","2.8887228720186897e-10","2.8887228720186897e-10","2.8887228720186897e-10","10129","10129","10129","9.46667549038549e-13","9.46667549038549e-13","9.46667549038549e-13"
"506599","","","","","","","10131","10131","10131","9.46223459828699e-13","9.46223459828699e-13","9.46223459828699e-13"
"506749","","","","","","","10134","10134","10134","9.455515797424097e-13","9.455515797424097e-13","9.455515797424097e-13"
"506849","10136","10136","10136","2.8746985347716247e-10","2.8746985347716247e-10","2.8746985347716247e-10","","","","","",""
"506899","10137","10137","10137","2.8736343860025215e-10","2.8736343860025215e-10","2.8736343860025215e-10","","","","","",""
"506949","10138","10138","10138","2.8712243693718165e-10","2.8712243693718165e-10","2.8712243693718165e-10","","","","","",""
"506999","10139","10139","10139","2.869627313550893e-10","2.869627313550893e-10","2.869627313550893e-10","","","","","",""
"507049","","","","","","","10140","10140","10140","9.455411714015538e-13","9.455411714015538e-13","9.455411714015538e-13"
"507099","","","","","","","10141","10141","10141","9.455411714015538e-13","9.455411714015538e-13","9.455411714015538e-13"
"507149","10142","10142","10142","2.861729464509466e-10","2.861729464509466e-10","2.861729464509466e-10","","","","","",""
"507199","10143","10143","10143","2.860857661879379e-10","2.860857661879379e-10","2.860857661879379e-10","","","","","",""
"507249","","","","","","","10144","10144","10144","9.455411714015538e-13","9.455411714015538e-13","9.455411714015538e-13"
"507299","10145","10145","10145","2.8555505182659147e-10","2.8555505182659147e-10","2.8555505182659147e-10","10145","10145","10145","9.455411714015538e-13","9.455411714015538e-13","9.455411714015538e-13"
"507349","10146","10146","10146","2.854332881163657e-10","2.854332881163657e-10","2.854332881163657e-10","","","","","",""
"507449","10148","10148","10148","2.850335245607738e-10","2.850335245607738e-10","2.850335245607738e-10","","","","","",""
"507499","","","","","","","10149","10149","10149","9.455411714015538e-13","9.455411714015538e-13","9.455411714015538e-13"
"507549","","","","","","","10150","10150","10150","9.455515797424097e-13","9.455515797424097e-13","9.455515797424097e-13"
"507649","10152","10152","10152","2.8436139554166573e-10","2.8436139554166573e-10","2.8436139554166573e-10","10152","10152","10152","9.455515797424097e-13","9.455515797424097e-13","9.455515797424097e-13"
"507699","10153","10153","10153","2.8406468843833466e-10","2.8406468843833466e-10","2.8406468843833466e-10","10153","10153","10153","9.455411714015538e-13","9.455411714015538e-13","9.455411714015538e-13"
"507749","","","","","","","10154","10154","10154","9.455411714015538e-13","9.455411714015538e-13","9.455411714015538e-13"
"507799","","","","","","","10155","10155","10155","9.45520354719842e-13","9.45520354719842e-13","9.45520354719842e-13"
"507849","10156","10156","10156","2.8339142144062635e-10","2.8339142144062635e-10","2.8339142144062635e-10","10156","10156","10156","9.455619880832655e-13","9.455619880832655e-13","9.455619880832655e-13"
"507899","10157","10157","10157","2.833340229102532e-10","2.833340229102532e-10","2.833340229102532e-10","","","","","",""
"507999","","","","","","","10159","10159","10159","9.45530763060698e-13","9.45530763060698e-13","9.45530763060698e-13"
"508099","10161","10161","10161","2.825458478294962e-10","2.825458478294962e-10","2.825458478294962e-10","10161","10161","10161","9.45520354719842e-13","9.45520354719842e-13","9.45520354719842e-13"
"508149","10162","10162","10162","2.8219324099687526e-10","2.8219324099687526e-10","2.8219324099687526e-10","10162","10162","10162","9.455411714015538e-13","9.455411714015538e-13","9.455411714015538e-13"
"508199","10163","10163","10163","2.823336286983391e-10","2.823336286983391e-10","2.823336286983391e-10","","","","","",""
"508299","10165","10165","10165","2.8217991832057976e-10","2.8217991832057976e-10","2.8217991832057976e-10","10165","10165","10165","9.455099463789862e-13","9.455099463789862e-13","9.455099463789862e-13"
"508399","10167","10167","10167","2.8187763234654994e-10","2.8187763234654994e-10","2.8187763234654994e-10","","","","","",""
"508449","10168","10168","10168","2.817924504849856e-10","2.817924504849856e-10","2.817924504849856e-10","","","","","",""
"508499","10169","10169","10169","2.8167007615209627e-10","2.8167007615209627e-10","2.8167007615209627e-10","","","","","",""
"508549","","","","","","","10170","10170","10170","9.449386802543036e-13","9.449386802543036e-13","9.449386802543036e-13"
"508649","10172","10172","10172","2.813593524830793e-10","2.813593524830793e-10","2.813593524830793e-10","10172","10172","10172","9.449386802543036e-13","9.449386802543036e-13","9.449386802543036e-13"
"508699","10173","10173","10173","2.8134716778538404e-10","2.8134716778538404e-10","2.8134716778538404e-10","10173","10173","10173","9.449490885951595e-13","9.449490885951595e-13","9.449490885951595e-13"
"508749","10174","10174","10174","2.8125532458567193e-10","2.8125532458567193e-10","2.8125532458567193e-10","10174","10174","10174","9.449490885951595e-13","9.449490885951595e-13","9.449490885951595e-13"
"508799","","","","","","","10175","10175","10175","9.44959388515798e-13","9.44959388515798e-13","9.44959388515798e-13"
"508849","","","","","","","10176","10176","10176","9.449386802543036e-13","9.449386802543036e-13","9.449386802543036e-13"
"508899","10177","10177","10177","2.809810994985895e-10","2.809810994985895e-10","2.809810994985895e-10","10177","10177","10177","9.449386802543036e-13","9.449386802543036e-13","9.449386802543036e-13"
"508949","10178","10178","10178","2.806727628090755e-10","2.806727628090755e-10","2.806727628090755e-10","","","","","",""
"508999","","","","","","","10179","10179","10179","9.454892381174917e-13","9.454892381174917e-13","9.454892381174917e-13"
"509049","10180","10180","10180","2.8044230826473893e-10","2.8044230826473893e-10","2.8044230826473893e-10","10180","10180","10180","9.45364554867656e-13","9.45364554867656e-13","9.45364554867656e-13"
"509099","","","","","","","10181","10181","10181","9.453541465268e-13","9.453541465268e-13","9.453541465268e-13"
"509199","","","","","","","10183","10183","10183","9.456035130264717e-13","9.456035130264717e-13","9.456035130264717e-13"
"509249","10184","10184","10184","2.799693532562486e-10","2.799693532562486e-10","2.799693532562486e-10","10184","10184","10184","9.4558269634476e-13","9.4558269634476e-13","9.4558269634476e-13"
"509299","","","","","","","10185","10185","10185","9.4558269634476e-13","9.4558269634476e-13","9.4558269634476e-13"
"509349","10186","10186","10186","2.7980798233961934e-10","2.7980798233961934e-10","2.7980798233961934e-10","10186","10186","10186","9.455931046856159e-13","9.455931046856159e-13","9.455931046856159e-13"
"509399","10187","10187","10187","2.7970734062243707e-10","2.7970734062243707e-10","2.7970734062243707e-10","10187","10187","10187","9.455931046856159e-13","9.455931046856159e-13","9.455931046856159e-13"
"509449","10188","10188","10188","2.796491094247955e-10","2.796491094247955e-10","2.796491094247955e-10","","","","","",""
"509499","10189","10189","10189","2.79566536587339e-10","2.79566536587339e-10","2.79566536587339e-10","","","","","",""
"509549","10190","10190","10190","2.794103004521986e-10","2.794103004521986e-10","2.794103004521986e-10","10190","10190","10190","9.458320628444317e-13","9.458320628444317e-13","9.458320628444317e-13"
"509599","10191","10191","10191","2.792545639174193e-10","2.792545639174193e-10","2.792545639174193e-10","10191","10191","10191","9.457904294810082e-13","9.457904294810082e-13","9.457904294810082e-13"
"509649","10192","10192","10192","2.7915178502091464e-10","2.7915178502091464e-10","2.7915178502091464e-10","10192","10192","10192","9.457593128786579e-13","9.457593128786579e-13","9.457593128786579e-13"
"509749","","","","","","","10194","10194","10194","9.457801295603696e-13","9.457801295603696e-13","9.457801295603696e-13"
"509799","","","","","","","10195","10195","10195","9.457801295603696e-13","9.457801295603696e-13","9.457801295603696e-13"
"509849","10196","10196","10196","2.786988695380188e-10","2.786988695380188e-10","2.786988695380188e-10","","","","","",""
"509899","","","","","","","10197","10197","10197","9.457904294810082e-13","9.457904294810082e-13","9.457904294810082e-13"
"509949","","","","","","","10198","10198","10198","9.457697212195137e-13","9.457697212195137e-13","9.457697212195137e-13"
"509999","10199","10199","10199","2.782511443477631e-10","2.782511443477631e-10","2.782511443477631e-10","","","","","",""
"510049","10200","10200","10200","2.781165020504517e-10","2.781165020504517e-10","2.781165020504517e-10","10200","10200","10200","9.458735877876379e-13","9.458735877876379e-13","9.458735877876379e-13"
"510149","10202","10202","10202","2.7783012002124963e-10","2.7783012002124963e-10","2.7783012002124963e-10","10202","10202","10202","9.458423627650703e-13","9.458423627650703e-13","9.458423627650703e-13"
"510199","10203","10203","10203","2.777123253583369e-10","2.777123253583369e-10","2.777123253583369e-10","","","","","",""
"510249","10204","10204","10204","2.775226159990041e-10","2.775226159990041e-10","2.775226159990041e-10","10204","10204","10204","9.458839961284937e-13","9.458839961284937e-13","9.458839961284937e-13"
"510299","10205","10205","10205","2.7744218034087e-10","2.7744218034087e-10","2.7744218034087e-10","10205","10205","10205","1.6253566418114596e-12","1.6253566418114596e-12","1.6253566418114596e-12"
"510399","","","","","","","10207","10207","10207","9.540832750579153e-13","9.540832750579153e-13","9.540832750579153e-13"
"510449","","","","","","","10208","10208","10208","9.468635727913344e-13","9.468635727913344e-13","9.468635727913344e-13"
"510499","10209","10209","10209","2.769243168110336e-10","2.769243168110336e-10","2.769243168110336e-10","10209","10209","10209","9.4744535567709e-13","9.4744535567709e-13","9.4744535567709e-13"
"510549","","","","","","","10210","10210","10210","9.4486907447483e-13","9.4486907447483e-13","9.4486907447483e-13"
"510649","10212","10212","10212","2.7651567147124467e-10","2.7651567147124467e-10","2.7651567147124467e-10","10212","10212","10212","9.44817141190768e-13","9.44817141190768e-13","9.44817141190768e-13"
"510749","10214","10214","10214","2.7652805045796924e-10","2.7652805045796924e-10","2.7652805045796924e-10","10214","10214","10214","9.448067328499121e-13","9.448067328499121e-13","9.448067328499121e-13"
"510799","10215","10215","10215","2.7638424882070467e-10","2.7638424882070467e-10","2.7638424882070467e-10","10215","10215","10215","9.447964329292735e-13","9.447964329292735e-13","9.447964329292735e-13"
"510849","10216","10216","10216","2.7617874653884655e-10","2.7617874653884655e-10","2.7617874653884655e-10","10216","10216","10216","9.44817141190768e-13","9.44817141190768e-13","9.44817141190768e-13"
"510899","","","","","","","10217","10217","10217","9.447964329292735e-13","9.447964329292735e-13","9.447964329292735e-13"
"510999","10219","10219","10219","2.757698791544527e-10","2.757698791544527e-10","2.757698791544527e-10","","","","","",""
"511049","10220","10220","10220","2.755408956556238e-10","2.755408956556238e-10","2.755408956556238e-10","","","","","",""
"511199","","","","","","","10223","10223","10223","9.44817141190768e-13","9.44817141190768e-13","9.44817141190768e-13"
"511249","","","","","","","10224","10224","10224","9.447860245884176e-13","9.447860245884176e-13","9.447860245884176e-13"
"511299","10225","10225","10225","2.7481036890542043e-10","2.7481036890542043e-10","2.7481036890542043e-10","","","","","",""
"511349","10226","10226","10226","2.747584382234436e-10","2.747584382234436e-10","2.747584382234436e-10","","","","","",""
"511399","10227","10227","10227","2.745888794120077e-10","2.745888794120077e-10","2.745888794120077e-10","","","","","",""
"511449","","","","","","","10228","10228","10228","9.447964329292735e-13","9.447964329292735e-13","9.447964329292735e-13"
"511499","10229","10229","10229","2.74236688913021e-10","2.74236688913021e-10","2.74236688913021e-10","10229","10229","10229","9.448067328499121e-13","9.448067328499121e-13","9.448067328499121e-13"
"511549","","","","","","","10230","10230","10230","9.448067328499121e-13","9.448067328499121e-13","9.448067328499121e-13"
"511599","","","","","","","10231","10231","10231","9.447964329292735e-13","9.447964329292735e-13","9.447964329292735e-13"
"511649","","","","","","","10232","10232","10232","9.448275495316238e-13","9.448275495316238e-13","9.448275495316238e-13"
"511699","","","","","","","10233","10233","10233","9.448067328499121e-13","9.448067328499121e-13","9.448067328499121e-13"
"511749","10234","10234","10234","2.7375265942986005e-10","2.7375265942986005e-10","2.7375265942986005e-10","10234","10234","10234","9.447964329292735e-13","9.447964329292735e-13","9.447964329292735e-13"
"511799","10235","10235","10235","2.7351965137256684e-10","2.7351965137256684e-10","2.7351965137256684e-10","","","","","",""
"511849","","","","","","","10236","10236","10236","9.448067328499121e-13","9.448067328499121e-13","9.448067328499121e-13"
"511949","","","","","","","10238","10238","10238","9.44256174986724e-13","9.44256174986724e-13","9.44256174986724e-13"
"511999","","","","","","","10239","10239","10239","9.442457666458681e-13","9.442457666458681e-13","9.442457666458681e-13"
"512049","10240","10240","10240","2.727044146055846e-10","2.727044146055846e-10","2.727044146055846e-10","10240","10240","10240","9.442457666458681e-13","9.442457666458681e-13","9.442457666458681e-13"
"512099","10241","10241","10241","2.726059100677247e-10","2.726059100677247e-10","2.726059100677247e-10","","","","","",""
"512149","10242","10242","10242","2.7249161260733956e-10","2.7249161260733956e-10","2.7249161260733956e-10","","","","","",""
"512199","10243","10243","10243","2.723698211415382e-10","2.723698211415382e-10","2.723698211415382e-10","10243","10243","10243","9.442457666458681e-13","9.442457666458681e-13","9.442457666458681e-13"
"512349","10246","10246","10246","2.719910685566873e-10","2.719910685566873e-10","2.719910685566873e-10","10246","10246","10246","9.44256174986724e-13","9.44256174986724e-13","9.44256174986724e-13"
"512399","10247","10247","10247","2.7183252870877084e-10","2.7183252870877084e-10","2.7183252870877084e-10","10247","10247","10247","9.442665833275798e-13","9.442665833275798e-13","9.442665833275798e-13"
"512549","10250","10250","10250","2.71502154092218e-10","2.71502154092218e-10","2.71502154092218e-10","10250","10250","10250","9.445262497478901e-13","9.445262497478901e-13","9.445262497478901e-13"
"512599","10251","10251","10251","2.7143298719778386e-10","2.7143298719778386e-10","2.7143298719778386e-10","10251","10251","10251","9.445262497478901e-13","9.445262497478901e-13","9.445262497478901e-13"
"512699","10253","10253","10253","2.7111327072226743e-10","2.7111327072226743e-10","2.7111327072226743e-10","","","","","",""
"512749","10254","10254","10254","2.7093929877430867e-10","2.7093929877430867e-10","2.7093929877430867e-10","","","","","",""
"512799","10255","10255","10255","2.708018809194357e-10","2.708018809194357e-10","2.708018809194357e-10","","","","","",""
"512849","10256","10256","10256","2.70722139150692e-10","2.70722139150692e-10","2.70722139150692e-10","10256","10256","10256","9.442457666458681e-13","9.442457666458681e-13","9.442457666458681e-13"
"512899","10257","10257","10257","2.7056415441428783e-10","2.7056415441428783e-10","2.7056415441428783e-10","","","","","",""
"512949","","","","","","","10258","10258","10258","9.446094080545198e-13","9.446094080545198e-13","9.446094080545198e-13"
"513049","10260","10260","10260","2.7035726435364893e-10","2.7035726435364893e-10","2.7035726435364893e-10","","","","","",""
"513099","10261","10261","10261","2.700524248666625e-10","2.700524248666625e-10","2.700524248666625e-10","10261","10261","10261","9.43362792396596e-13","9.43362792396596e-13","9.43362792396596e-13"
"513149","10262","10262","10262","2.699599432887112e-10","2.699599432887112e-10","2.699599432887112e-10","10262","10262","10262","9.433316757942456e-13","9.433316757942456e-13","9.433316757942456e-13"
"513199","10263","10263","10263","2.6980609413307377e-10","2.6980609413307377e-10","2.6980609413307377e-10","","","","","",""
"513249","10264","10264","10264","2.698007928181312e-10","2.698007928181312e-10","2.698007928181312e-10","","","","","",""
"513299","","","","","","","10265","10265","10265","9.433316757942456e-13","9.433316757942456e-13","9.433316757942456e-13"
"513349","10266","10266","10266","2.6940347175319346e-10","2.6940347175319346e-10","2.6940347175319346e-10","","","","","",""
"513399","10267","10267","10267","2.69310712619486e-10","2.69310712619486e-10","2.69310712619486e-10","","","","","",""
"513449","10268","10268","10268","2.691261657972177e-10","2.691261657972177e-10","2.691261657972177e-10","10268","10268","10268","9.436017505554117e-13","9.436017505554117e-13","9.436017505554117e-13"
"513599","10271","10271","10271","2.6882754355916916e-10","2.6882754355916916e-10","2.6882754355916916e-10","10271","10271","10271","9.426979596244278e-13","9.426979596244278e-13","9.426979596244278e-13"
"513699","10273","10273","10273","2.685386635281617e-10","2.685386635281617e-10","2.685386635281617e-10","10273","10273","10273","9.424694098064679e-13","9.424694098064679e-13","9.424694098064679e-13"
"513749","10274","10274","10274","2.683828992378068e-10","2.683828992378068e-10","2.683828992378068e-10","10274","10274","10274","9.415033856707833e-13","9.415033856707833e-13","9.415033856707833e-13"
"513799","","","","","","","10275","10275","10275","9.514642762900594e-13","9.514642762900594e-13","9.514642762900594e-13"
"513899","10277","10277","10277","2.679977628705643e-10","2.679977628705643e-10","2.679977628705643e-10","10277","10277","10277","9.501139024842287e-13","9.501139024842287e-13","9.501139024842287e-13"
"513949","10278","10278","10278","2.6797863927896515e-10","2.6797863927896515e-10","2.6797863927896515e-10","10278","10278","10278","9.393206698571355e-13","9.393206698571355e-13","9.393206698571355e-13"
"513999","","","","","","","10279","10279","10279","9.393102615162796e-13","9.393102615162796e-13","9.393102615162796e-13"
"514099","","","","","","","10281","10281","10281","9.392998531754237e-13","9.392998531754237e-13","9.392998531754237e-13"
"514149","10282","10282","10282","2.673681553932994e-10","2.673681553932994e-10","2.673681553932994e-10","10282","10282","10282","9.392998531754237e-13","9.392998531754237e-13","9.392998531754237e-13"
"514249","","","","","","","10284","10284","10284","9.392791449139293e-13","9.392791449139293e-13","9.392791449139293e-13"
"514299","10285","10285","10285","2.6699656374695735e-10","2.6699656374695735e-10","2.6699656374695735e-10","10285","10285","10285","9.392895532547851e-13","9.392895532547851e-13","9.392895532547851e-13"
"514349","10286","10286","10286","2.669124921084176e-10","2.669124921084176e-10","2.669124921084176e-10","10286","10286","10286","9.392687365730734e-13","9.392687365730734e-13","9.392687365730734e-13"
"514399","10287","10287","10287","2.6676338915621045e-10","2.6676338915621045e-10","2.6676338915621045e-10","10287","10287","10287","9.392791449139293e-13","9.392791449139293e-13","9.392791449139293e-13"
"514449","","","","","","","10288","10288","10288","9.392791449139293e-13","9.392791449139293e-13","9.392791449139293e-13"
"514499","10289","10289","10289","2.665592746531331e-10","2.665592746531331e-10","2.665592746531331e-10","10289","10289","10289","9.392791449139293e-13","9.392791449139293e-13","9.392791449139293e-13"
"514599","","","","","","","10291","10291","10291","9.392687365730734e-13","9.392687365730734e-13","9.392687365730734e-13"
"514649","10292","10292","10292","2.6610197378929e-10","2.6610197378929e-10","2.6610197378929e-10","","","","","",""
"514699","10293","10293","10293","2.659818754136012e-10","2.659818754136012e-10","2.659818754136012e-10","","","","","",""
"514749","10294","10294","10294","2.6590807333803923e-10","2.6590807333803923e-10","2.6590807333803923e-10","","","","","",""
"514799","10295","10295","10295","2.657833675367982e-10","2.657833675367982e-10","2.657833675367982e-10","10295","10295","10295","9.392791449139293e-13","9.392791449139293e-13","9.392791449139293e-13"
"514849","","","","","","","10296","10296","10296","9.392791449139293e-13","9.392791449139293e-13","9.392791449139293e-13"
"514899","10297","10297","10297","2.6540711295375274e-10","2.6540711295375274e-10","2.6540711295375274e-10","","","","","",""
"514949","10298","10298","10298","2.65201943738802e-10","2.65201943738802e-10","2.65201943738802e-10","10298","10298","10298","9.392687365730734e-13","9.392687365730734e-13","9.392687365730734e-13"
"514999","10299","10299","10299","2.653142983088941e-10","2.653142983088941e-10","2.653142983088941e-10","10299","10299","10299","9.392687365730734e-13","9.392687365730734e-13","9.392687365730734e-13"
"515049","10300","10300","10300","2.651626695993059e-10","2.651626695993059e-10","2.651626695993059e-10","","","","","",""
"515099","","","","","","","10301","10301","10301","9.392791449139293e-13","9.392791449139293e-13","9.392791449139293e-13"
"515149","","","","","","","10302","10302","10302","9.392168032890114e-13","9.392168032890114e-13","9.392168032890114e-13"
"515199","10303","10303","10303","2.645819674462757e-10","2.645819674462757e-10","2.645819674462757e-10","","","","","",""
"515449","10308","10308","10308","2.641031837669061e-10","2.641031837669061e-10","2.641031837669061e-10","10308","10308","10308","9.392895532547851e-13","9.392895532547851e-13","9.392895532547851e-13"
"515499","10309","10309","10309","2.6386562379521195e-10","2.6386562379521195e-10","2.6386562379521195e-10","","","","","",""
"515599","10311","10311","10311","2.6371504979749716e-10","2.6371504979749716e-10","2.6371504979749716e-10","10311","10311","10311","9.392791449139293e-13","9.392791449139293e-13","9.392791449139293e-13"
"515649","","","","","","","10312","10312","10312","9.392895532547851e-13","9.392895532547851e-13","9.392895532547851e-13"
"515699","10313","10313","10313","2.635039408893647e-10","2.635039408893647e-10","2.635039408893647e-10","","","","","",""
"515749","10314","10314","10314","2.6337226843864414e-10","2.6337226843864414e-10","2.6337226843864414e-10","10314","10314","10314","9.392583282322176e-13","9.392583282322176e-13","9.392583282322176e-13"
"515799","10315","10315","10315","2.632603579577619e-10","2.632603579577619e-10","2.632603579577619e-10","10315","10315","10315","9.392168032890114e-13","9.392168032890114e-13","9.392168032890114e-13"
"515849","10316","10316","10316","2.6319113555217655e-10","2.6319113555217655e-10","2.6319113555217655e-10","10316","10316","10316","9.392479198913617e-13","9.392479198913617e-13","9.392479198913617e-13"
"515899","","","","","","","10317","10317","10317","9.392063949481555e-13","9.392063949481555e-13","9.392063949481555e-13"
"515949","","","","","","","10318","10318","10318","9.392375115505058e-13","9.392375115505058e-13","9.392375115505058e-13"
"515999","","","","","","","10319","10319","10319","9.392583282322176e-13","9.392583282322176e-13","9.392583282322176e-13"
"516099","10321","10321","10321","2.624481465485218e-10","2.624481465485218e-10","2.624481465485218e-10","","","","","",""
"516149","","","","","","","10322","10322","10322","9.496249273044377e-13","9.496249273044377e-13","9.496249273044377e-13"
"516199","","","","","","","10323","10323","10323","9.392472693700582e-13","9.392472693700582e-13","9.392472693700582e-13"
"516249","10324","10324","10324","2.621425576609937e-10","2.621425576609937e-10","2.621425576609937e-10","","","","","",""
"516299","","","","","","","10325","10325","10325","9.392889027334816e-13","9.392889027334816e-13","9.392889027334816e-13"
"516499","","","","","","","10329","10329","10329","9.392889027334816e-13","9.392889027334816e-13","9.392889027334816e-13"
"516549","","","","","","","10330","10330","10330","9.392889027334816e-13","9.392889027334816e-13","9.392889027334816e-13"
"516649","10332","10332","10332","2.6121968477177404e-10","2.6121968477177404e-10","2.6121968477177404e-10","","","","","",""
"516699","10333","10333","10333","2.6108654127554587e-10","2.6108654127554587e-10","2.6108654127554587e-10","10333","10333","10333","9.392784943926258e-13","9.392784943926258e-13","9.392784943926258e-13"
"516749","10334","10334","10334","2.609132632169775e-10","2.609132632169775e-10","2.609132632169775e-10","10334","10334","10334","9.392992026541203e-13","9.392992026541203e-13","9.392992026541203e-13"
"516799","10335","10335","10335","2.60838128873786e-10","2.60838128873786e-10","2.60838128873786e-10","10335","10335","10335","9.392784943926258e-13","9.392784943926258e-13","9.392784943926258e-13"
"516899","10337","10337","10337","2.605790860865653e-10","2.605790860865653e-10","2.605790860865653e-10","10337","10337","10337","9.392784943926258e-13","9.392784943926258e-13","9.392784943926258e-13"
"516949","10338","10338","10338","2.604502447045576e-10","2.604502447045576e-10","2.604502447045576e-10","","","","","",""
"516999","10339","10339","10339","2.6035004707658516e-10","2.6035004707658516e-10","2.6035004707658516e-10","10339","10339","10339","9.392889027334816e-13","9.392889027334816e-13","9.392889027334816e-13"
"517049","","","","","","","10340","10340","10340","9.392992026541203e-13","9.392992026541203e-13","9.392992026541203e-13"
"517149","10342","10342","10342","2.600723802981264e-10","2.600723802981264e-10","2.600723802981264e-10","10342","10342","10342","9.392889027334816e-13","9.392889027334816e-13","9.392889027334816e-13"
"517199","10343","10343","10343","2.599070680897597e-10","2.599070680897597e-10","2.599070680897597e-10","","","","","",""
"517249","10344","10344","10344","2.597426163042371e-10","2.597426163042371e-10","2.597426163042371e-10","","","","","",""
