"epoch","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000_RTD2 - _step","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000_RTD2 - _step__MIN","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000_RTD2 - _step__MAX","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000_RTD2 - train/loss","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000_RTD2 - train/loss__MIN","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000_RTD2 - train/loss__MAX","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000 - _step","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000 - _step__MIN","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000 - _step__MAX","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000 - train/loss","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000 - train/loss__MIN","Layer_2_CH_n_1_out_200_LC_learning_rate_0.01_2nd_epoch_900000 - train/loss__MAX"
"179199","3583","3583","3583","1.0437279485131512e-7","1.0437279485131512e-7","1.0437279485131512e-7","3583","3583","3583","5.0526891698376986e-11","5.0526891698376986e-11","5.0526891698376986e-11"
"179249","","","","","","","3584","3584","3584","5.0480092328442083e-11","5.0480092328442083e-11","5.0480092328442083e-11"
"179299","3585","3585","3585","1.039848385175901e-7","1.039848385175901e-7","1.039848385175901e-7","","","","","",""
"179349","3586","3586","3586","1.0387709181713944e-7","1.0387709181713944e-7","1.0387709181713944e-7","3586","3586","3586","5.0370062287807826e-11","5.0370062287807826e-11","5.0370062287807826e-11"
"179399","","","","","","","3587","3587","3587","5.0308118781927647e-11","5.0308118781927647e-11","5.0308118781927647e-11"
"179449","3588","3588","3588","1.0367512004449964e-7","1.0367512004449964e-7","1.0367512004449964e-7","","","","","",""
"179499","3589","3589","3589","1.0357332058674729e-7","1.0357332058674729e-7","1.0357332058674729e-7","","","","","",""
"179549","3590","3590","3590","1.0370244751811697e-7","1.0370244751811697e-7","1.0370244751811697e-7","3590","3590","3590","5.0165708392890807e-11","5.0165708392890807e-11","5.0165708392890807e-11"
"179599","3591","3591","3591","1.033968857200307e-7","1.033968857200307e-7","1.033968857200307e-7","","","","","",""
"179649","","","","","","","3592","3592","3592","5.001744157739907e-11","5.001744157739907e-11","5.001744157739907e-11"
"179699","3593","3593","3593","1.0320460575030665e-7","1.0320460575030665e-7","1.0320460575030665e-7","3593","3593","3593","4.9967797260963565e-11","4.9967797260963565e-11","4.9967797260963565e-11"
"179749","","","","","","","3594","3594","3594","4.992873822717847e-11","4.992873822717847e-11","4.992873822717847e-11"
"179849","3596","3596","3596","1.0286759533073564e-7","1.0286759533073564e-7","1.0286759533073564e-7","3596","3596","3596","4.980747758676074e-11","4.980747758676074e-11","4.980747758676074e-11"
"179899","","","","","","","3597","3597","3597","4.974952394487531e-11","4.974952394487531e-11","4.974952394487531e-11"
"179949","3598","3598","3598","1.0437113218131344e-7","1.0437113218131344e-7","1.0437113218131344e-7","","","","","",""
"179999","3599","3599","3599","1.0258381166750041e-7","1.0258381166750041e-7","1.0258381166750041e-7","","","","","",""
"180049","3600","3600","3600","1.0246897375054687e-7","1.0246897375054687e-7","1.0246897375054687e-7","3600","3600","3600","4.9553177533523396e-11","4.9553177533523396e-11","4.9553177533523396e-11"
"180099","3601","3601","3601","1.0981696618728165e-7","1.0981696618728165e-7","1.0981696618728165e-7","3601","3601","3601","4.9505351207290715e-11","4.9505351207290715e-11","4.9505351207290715e-11"
"180149","3602","3602","3602","1.0232709257707029e-7","1.0232709257707029e-7","1.0232709257707029e-7","3602","3602","3602","4.94265565975649e-11","4.94265565975649e-11","4.94265565975649e-11"
"180199","3603","3603","3603","1.0217313217708579e-7","1.0217313217708579e-7","1.0217313217708579e-7","","","","","",""
"180249","","","","","","","3604","3604","3604","4.930373817546574e-11","4.930373817546574e-11","4.930373817546574e-11"
"180299","3605","3605","3605","1.0328540156478994e-7","1.0328540156478994e-7","1.0328540156478994e-7","","","","","",""
"180349","","","","","","","3606","3606","3606","4.916296189594327e-11","4.916296189594327e-11","4.916296189594327e-11"
"180449","3608","3608","3608","1.0446355958038112e-7","1.0446355958038112e-7","1.0446355958038112e-7","3608","3608","3608","4.90076278170104e-11","4.90076278170104e-11","4.90076278170104e-11"
"180499","","","","","","","3609","3609","3609","4.898891015070461e-11","4.898891015070461e-11","4.898891015070461e-11"
"180549","3610","3610","3610","1.0148037432600177e-7","1.0148037432600177e-7","1.0148037432600177e-7","3610","3610","3610","4.8887491277405104e-11","4.8887491277405104e-11","4.8887491277405104e-11"
"180599","","","","","","","3611","3611","3611","4.8810348124428415e-11","4.8810348124428415e-11","4.8810348124428415e-11"
"180649","3612","3612","3612","1.0497559088662456e-7","1.0497559088662456e-7","1.0497559088662456e-7","","","","","",""
"180699","","","","","","","3613","3613","3613","4.8660978024805956e-11","4.8660978024805956e-11","4.8660978024805956e-11"
"180749","","","","","","","3614","3614","3614","4.8564152699270835e-11","4.8564152699270835e-11","4.8564152699270835e-11"
"180799","3615","3615","3615","1.6372948152820754e-7","1.6372948152820754e-7","1.6372948152820754e-7","3615","3615","3615","4.848755078001865e-11","4.848755078001865e-11","4.848755078001865e-11"
"180849","3616","3616","3616","1.0090263202755523e-7","1.0090263202755523e-7","1.0090263202755523e-7","","","","","",""
"180899","3617","3617","3617","1.0078632328713866e-7","1.0078632328713866e-7","1.0078632328713866e-7","","","","","",""
"180949","3618","3618","3618","1.0098543867798071e-7","1.0098543867798071e-7","1.0098543867798071e-7","","","","","",""
"180999","","","","","","","3619","3619","3619","4.819024346236489e-11","4.819024346236489e-11","4.819024346236489e-11"
"181049","","","","","","","3620","3620","3620","4.812449744262537e-11","4.812449744262537e-11","4.812449744262537e-11"
"181099","","","","","","","3621","3621","3621","4.810834369761707e-11","4.810834369761707e-11","4.810834369761707e-11"
"181249","3624","3624","3624","1.0010160167439608e-7","1.0010160167439608e-7","1.0010160167439608e-7","","","","","",""
"181299","","","","","","","3625","3625","3625","4.796912519977603e-11","4.796912519977603e-11","4.796912519977603e-11"
"181349","3626","3626","3626","1.003045255743018e-7","1.003045255743018e-7","1.003045255743018e-7","3626","3626","3626","4.7941855346733675e-11","4.7941855346733675e-11","4.7941855346733675e-11"
"181399","","","","","","","3627","3627","3627","4.795580599292748e-11","4.795580599292748e-11","4.795580599292748e-11"
"181449","3628","3628","3628","1.1678189792974081e-7","1.1678189792974081e-7","1.1678189792974081e-7","3628","3628","3628","4.7903139788196825e-11","4.7903139788196825e-11","4.7903139788196825e-11"
"181499","3629","3629","3629","9.961299696215065e-8","9.961299696215065e-8","9.961299696215065e-8","","","","","",""
"181549","3630","3630","3630","9.953568280707259e-8","9.953568280707259e-8","9.953568280707259e-8","","","","","",""
"181599","3631","3631","3631","1.0973494823929286e-7","1.0973494823929286e-7","1.0973494823929286e-7","3631","3631","3631","4.785397425544069e-11","4.785397425544069e-11","4.785397425544069e-11"
"181649","","","","","","","3632","3632","3632","4.782655868562635e-11","4.782655868562635e-11","4.782655868562635e-11"
"181699","3633","3633","3633","9.92258506471444e-8","9.92258506471444e-8","9.92258506471444e-8","3633","3633","3633","4.780744550236804e-11","4.780744550236804e-11","4.780744550236804e-11"
"181799","3635","3635","3635","9.91933220007013e-8","9.91933220007013e-8","9.91933220007013e-8","3635","3635","3635","4.7766558070039267e-11","4.7766558070039267e-11","4.7766558070039267e-11"
"181849","","","","","","","3636","3636","3636","4.7736453678837165e-11","4.7736453678837165e-11","4.7736453678837165e-11"
"181899","3637","3637","3637","9.884396945381013e-8","9.884396945381013e-8","9.884396945381013e-8","","","","","",""
"181949","3638","3638","3638","1.0947290007834454e-7","1.0947290007834454e-7","1.0947290007834454e-7","","","","","",""
"182099","3641","3641","3641","1.1384468479036514e-7","1.1384468479036514e-7","1.1384468479036514e-7","","","","","",""
"182149","3642","3642","3642","9.850901250274546e-8","9.850901250274546e-8","9.850901250274546e-8","3642","3642","3642","4.757052390891303e-11","4.757052390891303e-11","4.757052390891303e-11"
"182249","3644","3644","3644","9.81723289328329e-8","9.81723289328329e-8","9.81723289328329e-8","","","","","",""
"182299","","","","","","","3645","3645","3645","4.75090175533488e-11","4.75090175533488e-11","4.75090175533488e-11"
"182399","","","","","","","3647","3647","3647","4.7450481044375437e-11","4.7450481044375437e-11","4.7450481044375437e-11"
"182549","3650","3650","3650","9.772693232434904e-8","9.772693232434904e-8","9.772693232434904e-8","3650","3650","3650","4.734428474262309e-11","4.734428474262309e-11","4.734428474262309e-11"
"182599","","","","","","","3651","3651","3651","4.733584704763594e-11","4.733584704763594e-11","4.733584704763594e-11"
"182649","3652","3652","3652","9.741246742578369e-8","9.741246742578369e-8","9.741246742578369e-8","","","","","",""
"182699","3653","3653","3653","9.735678219158217e-8","9.735678219158217e-8","9.735678219158217e-8","3653","3653","3653","4.7243799150553656e-11","4.7243799150553656e-11","4.7243799150553656e-11"
"182749","","","","","","","3654","3654","3654","4.7224935767475884e-11","4.7224935767475884e-11","4.7224935767475884e-11"
"182849","","","","","","","3656","3656","3656","4.7167113964574625e-11","4.7167113964574625e-11","4.7167113964574625e-11"
"182899","3657","3657","3657","9.70674420841533e-8","9.70674420841533e-8","9.70674420841533e-8","3657","3657","3657","4.7132554803486215e-11","4.7132554803486215e-11","4.7132554803486215e-11"
"182949","3658","3658","3658","9.83505543672436e-8","9.83505543672436e-8","9.83505543672436e-8","","","","","",""
"182999","3659","3659","3659","9.675478906956414e-8","9.675478906956414e-8","9.675478906956414e-8","3659","3659","3659","4.7012872761431623e-11","4.7012872761431623e-11","4.7012872761431623e-11"
"183049","3660","3660","3660","9.666826628063063e-8","9.666826628063063e-8","9.666826628063063e-8","3660","3660","3660","4.7004563435981694e-11","4.7004563435981694e-11","4.7004563435981694e-11"
"183099","3661","3661","3661","1.0706722974873628e-7","1.0706722974873628e-7","1.0706722974873628e-7","3661","3661","3661","4.695524177811272e-11","4.695524177811272e-11","4.695524177811272e-11"
"183199","3663","3663","3663","9.638912246145992e-8","9.638912246145992e-8","9.638912246145992e-8","","","","","",""
"183249","3664","3664","3664","1.2427223339273041e-7","1.2427223339273041e-7","1.2427223339273041e-7","","","","","",""
"183299","3665","3665","3665","9.629942354649756e-8","9.629942354649756e-8","9.629942354649756e-8","","","","","",""
"183349","3666","3666","3666","9.610510431912189e-8","9.610510431912189e-8","9.610510431912189e-8","3666","3666","3666","4.675942619214446e-11","4.675942619214446e-11","4.675942619214446e-11"
"183399","","","","","","","3667","3667","3667","4.670307196530388e-11","4.670307196530388e-11","4.670307196530388e-11"
"183449","3668","3668","3668","1.1885944672940241e-7","1.1885944672940241e-7","1.1885944672940241e-7","","","","","",""
"183499","3669","3669","3669","9.585671278955488e-8","9.585671278955488e-8","9.585671278955488e-8","","","","","",""
"183549","3670","3670","3670","9.57429193704229e-8","9.57429193704229e-8","9.57429193704229e-8","","","","","",""
"183599","3671","3671","3671","9.564774927639519e-8","9.564774927639519e-8","9.564774927639519e-8","","","","","",""
"183649","3672","3672","3672","9.556540447874795e-8","9.556540447874795e-8","9.556540447874795e-8","3672","3672","3672","4.6474386838912807e-11","4.6474386838912807e-11","4.6474386838912807e-11"
"183699","","","","","","","3673","3673","3673","4.6406916504038165e-11","4.6406916504038165e-11","4.6406916504038165e-11"
"183749","","","","","","","3674","3674","3674","4.63513914750191e-11","4.63513914750191e-11","4.63513914750191e-11"
"183799","3675","3675","3675","1.0015445184308192e-7","1.0015445184308192e-7","1.0015445184308192e-7","3675","3675","3675","4.634381073342908e-11","4.634381073342908e-11","4.634381073342908e-11"
"183899","3677","3677","3677","9.509825815712247e-8","9.509825815712247e-8","9.509825815712247e-8","","","","","",""
"184099","3681","3681","3681","9.473897932821274e-8","9.473897932821274e-8","9.473897932821274e-8","3681","3681","3681","4.6025187133702516e-11","4.6025187133702516e-11","4.6025187133702516e-11"
"184149","3682","3682","3682","9.464841355111275e-8","9.464841355111275e-8","9.464841355111275e-8","3682","3682","3682","4.594025507231869e-11","4.594025507231869e-11","4.594025507231869e-11"
"184299","3685","3685","3685","9.43648856832624e-8","9.43648856832624e-8","9.43648856832624e-8","3685","3685","3685","4.5749258548166694e-11","4.5749258548166694e-11","4.5749258548166694e-11"
"184349","3686","3686","3686","9.515946430838085e-8","9.515946430838085e-8","9.515946430838085e-8","","","","","",""
"184449","3688","3688","3688","9.46429423720474e-8","9.46429423720474e-8","9.46429423720474e-8","","","","","",""
"184499","","","","","","","3689","3689","3689","4.5627879946552596e-11","4.5627879946552596e-11","4.5627879946552596e-11"
"184549","3690","3690","3690","9.391806088387966e-8","9.391806088387966e-8","9.391806088387966e-8","3690","3690","3690","4.559899333123063e-11","4.559899333123063e-11","4.559899333123063e-11"
"184599","3691","3691","3691","1.116509551479794e-7","1.116509551479794e-7","1.116509551479794e-7","","","","","",""
"184649","3692","3692","3692","9.374850407084523e-8","9.374850407084523e-8","9.374850407084523e-8","3692","3692","3692","4.554312482696332e-11","4.554312482696332e-11","4.554312482696332e-11"
"184699","3693","3693","3693","9.363397168726806e-8","9.363397168726806e-8","9.363397168726806e-8","3693","3693","3693","4.550268495329135e-11","4.550268495329135e-11","4.550268495329135e-11"
"184749","3694","3694","3694","9.519140320435326e-8","9.519140320435326e-8","9.519140320435326e-8","3694","3694","3694","4.552500737498022e-11","4.552500737498022e-11","4.552500737498022e-11"
"184799","3695","3695","3695","9.353310304049955e-8","9.353310304049955e-8","9.353310304049955e-8","3695","3695","3695","4.5475789800519806e-11","4.5475789800519806e-11","4.5475789800519806e-11"
"184849","","","","","","","3696","3696","3696","4.54218850032273e-11","4.54218850032273e-11","4.54218850032273e-11"
"184899","3697","3697","3697","1.4088341515616776e-7","1.4088341515616776e-7","1.4088341515616776e-7","","","","","",""
"184949","","","","","","","3698","3698","3698","4.53633589025948e-11","4.53633589025948e-11","4.53633589025948e-11"
"184999","","","","","","","3699","3699","3699","4.5345491250792236e-11","4.5345491250792236e-11","4.5345491250792236e-11"
"185049","3700","3700","3700","9.386329224980727e-8","9.386329224980727e-8","9.386329224980727e-8","","","","","",""
"185099","3701","3701","3701","9.443885318205503e-8","9.443885318205503e-8","9.443885318205503e-8","3701","3701","3701","4.5270263232533026e-11","4.5270263232533026e-11","4.5270263232533026e-11"
"185199","3703","3703","3703","9.273464485204386e-8","9.273464485204386e-8","9.273464485204386e-8","","","","","",""
"185249","3704","3704","3704","9.263948896887086e-8","9.263948896887086e-8","9.263948896887086e-8","3704","3704","3704","4.516682861055443e-11","4.516682861055443e-11","4.516682861055443e-11"
"185299","3705","3705","3705","9.39784357001372e-8","9.39784357001372e-8","9.39784357001372e-8","","","","","",""
"185349","","","","","","","3706","3706","3706","4.505982045821533e-11","4.505982045821533e-11","4.505982045821533e-11"
"185399","3707","3707","3707","9.23777818684357e-8","9.23777818684357e-8","9.23777818684357e-8","","","","","",""
"185449","","","","","","","3708","3708","3708","4.504293465990017e-11","4.504293465990017e-11","4.504293465990017e-11"
"185499","","","","","","","3709","3709","3709","4.498551878229229e-11","4.498551878229229e-11","4.498551878229229e-11"
"185599","3711","3711","3711","9.23477188052857e-8","9.23477188052857e-8","9.23477188052857e-8","","","","","",""
"185649","3712","3712","3712","9.272091006096161e-8","9.272091006096161e-8","9.272091006096161e-8","","","","","",""
"185699","","","","","","","3713","3713","3713","4.48286407994658e-11","4.48286407994658e-11","4.48286407994658e-11"
"185749","3714","3714","3714","9.180766369354387e-8","9.180766369354387e-8","9.180766369354387e-8","3714","3714","3714","4.47726994368125e-11","4.47726994368125e-11","4.47726994368125e-11"
"185799","3715","3715","3715","9.342883799945412e-8","9.342883799945412e-8","9.342883799945412e-8","","","","","",""
"185949","","","","","","","3718","3718","3718","4.4606689869608473e-11","4.4606689869608473e-11","4.4606689869608473e-11"
"185999","","","","","","","3719","3719","3719","4.458627564374318e-11","4.458627564374318e-11","4.458627564374318e-11"
